entity_id,entity_name,metric,segment,period_label,period_type,period_end,value,unit,currency,yoy_pct,confidence,source_url,notes
C063,Shogakukan,revenue,rights_income,87th term FY2025/2,FY,2025-02-28,15729,million,JPY,26.8,verified_secondary,https://www.bunkanews.jp/article/424058/,版権収入等 157億2900万円 +26.8% - EXPLICITLY DRIVEN BY FILM AND TV ADAPTATIONS OF ITS MANGA. 87th term total revenue 1096億1600万円 +0.8%.
C064,Kodansha,revenue,total,87th term FY2025/11,FY,2025-11-30,169169,million,JPY,-1.1,verified_secondary,https://gamebiz.jp/news/422754,1691億6900万円. Operating profit 104億円 -3.1%; ordinary 151億円 +5.5%; net 111億8800万円 +19.4%.
C064,Kodansha,revenue,rights_income,87th term FY2025/11,FY,2025-11-30,28540,million,JPY,-11.8,verified_secondary,https://www.bunkanews.jp/article/454118/,ライツ収入 285億4000万円 -11.8%. Full disclosed split: products 430億2100万 -8.6%; digital 861億9100万 +8.0%; rights 285億4000万 -11.8%; advertising 69億2900万 -2.6%; other 12億8200万; real estate 30億800万.
C064,Kodansha,revenue,digital,87th term FY2025/11,FY,2025-11-30,86191,million,JPY,8.0,verified_secondary,https://www.bunkanews.jp/article/454118/,861億9100万円 +8.0% - digital is now the largest single line at ~51% of revenue.
C065,ShoPro,net_income,total,FY2026/3,FY,2026-03-31,2415,million,JPY,-9.6,verified_secondary,https://gamebiz.jp/news/428879,24億1500万円 -9.6%. THE JOINT LICENSING ARM OF SHOGAKUKAN AND SHUEISHA - likely the actual counterparty for either publisher IP.
C066,Aniplex,revenue,total,FY2026/3,FY,2026-03-31,211595,million,JPY,45.1,verified_secondary,https://gamebiz.jp/news/428597,2115億9500万円 +45.1% - FASTEST-GROWING RIGHTSHOLDER IN THE DATASET. Operating profit 390億8300万円 +62.2%; ordinary 444億400万円 +56.4%; net 310億5800万円 +46.3%.
C066,Aniplex,revenue,total,FY2025/3,FY,2025-03-31,145832,million,JPY,-3.5,verified_secondary,https://gamebiz.jp/news/408246,1458億3200万円 -3.5%. Operating profit 240億9800万円 +3.4%; net 212億3500万円 +6.3%. Shows how volatile a single-year IP cycle is - +45% the following year.
C067,Toei,revenue,total,FY2026/3,FY,2026-03-31,185333,million,JPY,3.0,verified_secondary,https://finance.yahoo.co.jp/quote/9605.T/financials,1853億3300万円 +3.0%. Operating profit 360億9600万円 +2.7%. Five segments with exhibition +33.0% and events +16.1%. TOKUSATSU RIGHTS SIT INSIDE THE VISUAL SEGMENT AND ARE NOT SPLIT BY IP.
C068,Toei Animation,revenue,total,FY2026/3,FY,2026-03-31,93600,million,JPY,6.4,partial,https://gamebiz.jp/news/425677,936億円 - REVISED GUIDANCE from 880億円 not confirmed actuals. Operating profit revised to 310億円 +19.2%; ordinary 334億円; net 250億円 +30.9%. Dividend raised 41 to 44 yen.
C068,Toei Animation,revenue,rights_licensing_segment,FY2026/3,FY,2026-03-31,48905,million,JPY,-3.3,verified_secondary,https://data.swcms.net/file/toei-anim/dam/jcr:c0ab61b4-a572-4db1-a9b8-e304a70fbb76/140120260513529444.pdf,版権事業 489億500万円 from 505億8200万円. ~52% OF COMPANY REVENUE IS LICENSING AND IT IS A DISCLOSED SEGMENT WITH FULL P&L - THE BEST LICENSING BENCHMARK IN THE PROJECT. Upward revision driven by OVERSEAS licensing above plan.
C069,Tsuburaya Productions,revenue,total,FY2026/3,FY,2026-03-31,13870,million,JPY,-15.4,verified_secondary,https://www.tsuburaya-fields.co.jp/ir/j/files/press/2026/press_20260512c.pdf,138億7000万円 -15.4%; operating profit 9億3000万円 -67.0%. Domestic grew on the Ultraman 60th anniversary and STRATEGIC COLLABORATIONS TO RAISE IP VALUE. Overseas fell as CHINA licensing declined - block-toy and trading-card partners revised ranges after one-off hits settled.
C070,KADOKAWA,revenue,total,FY2026/3,FY,2026-03-31,282908,million,JPY,1.8,verified_secondary,https://gamebiz.jp/news/425889,2829億800万円 +1.8%. Operating profit 81億200万円 -51.3%; ordinary 117億100万円 -34.1%; net 12億7800万円 -82.7%.
C070,KADOKAWA,licensing_income_change,publishing_and_IP_creation,FY2026/3,FY,2026-03-31,-21.1,percent,,,verified_secondary,https://gamebiz.jp/news/425889,LICENSING INCOME -21.1% and the anime/live-action segment SWUNG TO AN OPERATING LOSS on the prior-year Oshi no Ko comparison. ABSOLUTE VALUE NOT DISCLOSED - only the movement. Makes KADOKAWA the largest Japanese IP holder currently in a licensing downturn.
C028,Sanrio,operating_profit,total,FY2026/3,FY,2026-03-31,77859,million,JPY,50.3,verified_secondary,https://gamebiz.jp/news/428299,778億5900万円 +50.3%. DERIVED operating margin 40.1% - THE HIGHEST OF ANY COMPANY IN THE DATASET. Ordinary 793億3500万円 +48.4%.
C028,Sanrio,net_income,total,FY2026/3,FY,2026-03-31,54608,million,JPY,30.9,verified_secondary,https://gamebiz.jp/news/428299,546億800万円 +30.9% record high.
C028,Sanrio,employees,total,FY2026/3,FY,2026-03-31,2157,persons,,,verified_secondary,https://gamebiz.jp/news/428299,2157 employees +712 YoY. DERIVED revenue per employee JPY 90.0 million.
C028,Sanrio,revenue_share,merchandise_and_licensing,FY2026/3,FY,2026-03-31,90.3,percent,,,verified_secondary,https://gamebiz.jp/news/428299,Merchandise sales AND licensing COMBINED at 90.3% of revenue - not separable. Growth driven by Hello Kitty plus Kuromi and My Melody anniversaries; Pompompurin 30th from Jan 2026.
C022,ANYCOLOR,employees,non_consolidated,FY2026/4,FY,2026-04-30,532,persons,,,verified_secondary,https://the-shashi.com/tse/5032/workforce/,532 employees plus 34 temporary. Average tenure 2.3 years; average age 31.8. DERIVED revenue per employee JPY 104.7 million.
C022,ANYCOLOR,average_annual_salary,non_consolidated,FY2026/4,FY,2026-04-30,4.96,million,JPY,,verified_secondary,https://www.nikkei.com/nkd/company/salary/?scode=5032,496万円. Compare COVER 610万円.
C021,COVER Corp,average_annual_salary,non_consolidated,FY2026/3,FY,2026-03-31,6.10,million,JPY,,verified_secondary,https://www.nikkei.com/nkd/company/salary/?scode=5253,610万円 - higher than ANYCOLOR at 496万円. Headcount rose +142 staff YoY on expanded hiring; exact total PAYWALLED.
C057,Bandai Namco Holdings,segment_profit,visual_and_music_production,FY2026/3,FY,2026-03-31,12181,million,JPY,3.4,verified_secondary,https://gamebiz.jp/news/425799,121億8100万円 +3.4% on segment revenue 955億600万円. THE SEGMENT CONTAINING BANDAI NAMCO MUSIC LIVE AND THEREFORE KIRAMUNE.
C077,Bandai Namco Filmworks,net_income,total,FY2026/3,FY,2026-03-31,3319,million,JPY,-43.8,verified_secondary,https://gamebiz.jp/news/427878,33億1900万円 -43.8%. Series: FY2024/3 39億7000万 -25.6%; FY2025/3 59億600万 +48.8%; FY2026/3 33億1900万 -43.8%. Formed April 2022 with SUNRISE AS THE SURVIVING ENTITY absorbing Bandai Namco Arts visual business and Bandai Namco Rights Marketing. CO-OPERATOR OF KIRAMUNE with Bandai Namco Music Live.
C012,Nippon Television,revenue,total,FY2026/3,FY,2026-03-31,484400,million,JPY,4.9,verified_secondary,https://finance.yahoo.co.jp/quote/9404.T/financials,4844億円 +4.9%. Operating profit 693億円 +26.2%; ordinary 820億円 +24.9%. Segments Content/Media Wellness Real Estate. BOTH AN IP SOURCE AND A RETAIL CHANNEL - sold final Evangelion line 2020 and the Namikawa TWSN73.
C012,Nippon Television,revenue,merchandise_sales,FY2026/3 Q3 cum,Q3_cumulative,2025-12-31,26275,million,JPY,,verified_secondary,https://www.ntvhd.co.jp/data_cms/pdf/news/38_3q.pdf,262億7500万円 at Q3 up 7億1700万円 YoY - includes la belle vie apparel so not a pure IP-goods line.
C007,Universal Music Japan,employees,total,current,point_in_time,,550,persons,,,verified_secondary,https://www.universal-music.co.jp/company/,~550 employees. Capital 295億200万円. Founded 1990-04-20 as PolyGram K.K. CEO Fujikura Naoshi. REVENUE NOT DISCLOSED.
C027,Yostar,employees,total,2026-01,point_in_time,2026-01-01,319,persons,,,verified_secondary,https://salesnow.jp/db/companies/jcb03244mh8t77m2x,319 employees. Established 2017-01-16. REVENUE NOT DISCLOSED BY COMPANY POLICY. THE MOST-COLLABORATED RIGHTSHOLDER - four confirmed audio collabs across AVIOT and final incl both COTSUBU ASMR Blue Archive editions.
C073,COLOPL,revenue,total,FY2026/9 H1,H1,2026-03-31,10088,million,JPY,-28.2,verified_secondary,https://news.yahoo.co.jp/articles/74d93d0bc5c39bba5299dd9ffb9874c68a36714d,100億8800万円 -28.2%; operating profit 5億3300万円 -62.3%. Entertainment segment 98億2000万円 -18.2% with operating profit 6億5500万円 returned to profit.
C074,Broccoli,revenue,total,FY2019/2 reference,FY,2019-02-28,5975,million,JPY,10.4,verified_secondary,http://animationbusiness.info/archives/7706,59億7500万円 +10.4% with UTA NO PRINCE-SAMA MORE THAN HALF OF REVENUE. Latest clean full-year figure found; recent periods only partial. The franchise itself has been valued at 100-300億円.
C075,Nitroplus,revenue,total,FY2023/8,FY,2023-08-31,4000,million,JPY,,verified_secondary,https://www.nikkei.com/article/DGXZQOUC2689K0W4A620C2000000/,40億円; net income 6億2300万円. SMALLEST RIGHTSHOLDER IN THE DATASET yet still twice ONKYO derived collab-category revenue. CyberAgent acquired 72.5% on 2024-07-01 for JPY 16.7bn.
C076,Axis,revenue_growth_years,dlsite,cumulative,cumulative,,24,count,,,verified_secondary,https://vivion.jp/news/50,DLsite revenue has grown for 24 CONSECUTIVE YEARS. viviON group employees 694 as of March 2025.
MKT09,Japanese IP licensing lines (comparison),licensing_disclosure_tier,cross_company,FY2026,derived,2026-03-31,5,count,,,derived,,DERIVED COMPARISON of the five Japanese counterparties that disclose a licensing or rights line: Toei Animation 版権事業 489億 (~52% of revenue); Kodansha ライツ収入 285億; Shogakukan 版権収入等 157億; Shueisha 事業収入 >1100億 (combined with merch); COVER Licensing/Tie-up 72億. ANYCOLOR Yostar Khara and Bunka Broadcasting disclose NOTHING. AN ENTRANT SHOULD BENCHMARK AGAINST THE FIRST GROUP.
