source_id,url,publisher,publisher_type,doc_type,language,reliability_tier,retrieved_date,topic
S177,https://baike.baidu.com/item/VirtuaReal/56849421,Baidu Baike,community,encyclopedia,zh,6,2026-09-07,VirtuaReal bilibili x Nijisanji joint project
S178,https://zhuanlan.zhihu.com/p/536579302,Zhihu,community,article,zh,6,2026-09-07,VTuber revenue TOP10 - VirtuaReal H1 CNY 28.01M
S179,https://www.caaip.cn/h-nd-934.html,CAAIP,trade_press,article,zh,4,2026-09-07,VTuber revenue TOP10 mirror
S180,http://www.21jingji.com/article/20221017/herald/ba1a120fc11051d67958b1bb7430e168.html,21st Century Business Herald,trade_press,article,zh,4,2026-09-07,Single livestream peak CNY 1.79M Q3 2022
S181,https://www.163.com/dy/article/H6RO2NQ40511DSSR.html,NetEase,general_press,article,zh,5,2026-09-07,VTuber company CNY 2.3bn IPO valuation
S182,https://news.qq.com/rain/a/20220712A0950I00,Tencent News,trade_press,article,zh,4,2026-09-07,CN and JP VTuber industry; top VTuber income >CNY 10M claim
S183,https://www.cbndata.com/information/248985,CBNData,trade_press,article,zh,4,2026-09-07,VTuber business economics commentary
S184,https://wearable.ofweek.com/2025-03/ART-8420-5000-30658918.html,OFweek,trade_press,article,zh,4,2026-09-07,RUNTO: CN headphone market 2024 218M units +7.6%; 428亿元 +9.8%
S185,https://m.gelonghui.com/p/877264,Gelonghui,trade_press,report_summary,zh,4,2026-09-07,Global headphone market 2023 and 2029 forecast CAGR 2.82%
S186,https://www.chinabaogao.com/detail/668774.html,China Baogao,trade_press,report_summary,zh,4,2026-09-07,CN Hi-Fi headphone industry 2023-2030 - NOT YET READ
S187,https://m.gelonghui.com/p/1433594,Gelonghui,trade_press,report_summary,zh,4,2026-09-07,CN headphone market 2025-2031 - NOT YET READ
S188,https://m.chyxx.com/pdf/42/03/824203.pdf,Chyxx,trade_press,report,zh,4,2026-09-07,CN headphone market 2020-2026 PDF - NOT YET READ
S189,https://easseen.com/index.php?ac=article&at=read&did=2947,Easseen,trade_press,report_summary,zh,4,2026-09-07,Global and CN wireless 2025-2031 - NOT YET READ
S190,https://www.zhiyanzhan.cn/report/16483.html,Zhiyanzhan,trade_press,report_summary,zh,4,2026-09-07,CN headphone industry survey - NOT YET READ
S191,https://www.bilibili.com/video/BV1i1StBFE2S/,bilibili,community,video,zh,6,2026-09-07,Xinghaibei x Miku M500 + YUME bundle 239 CNY - DISCOVERY ONLY needs primary
S192,https://zhuanlan.zhihu.com/p/65158981,Zhihu,community,article,zh,6,2026-09-07,ACG marketing in CN hi-fi - context only
S193,https://zhuanlan.zhihu.com/p/596204816,Zhihu,community,article,zh,6,2026-09-07,2022 portable hi-fi oddities - context only
S194,https://www.headphoneclub.com/thread-731232-1-1.html,Headphone Club,community,forum_post,zh,6,2026-09-07,FitEar TO GO 335 Premium China-limited - NOT a talent collab; logged as deliberate exclusion
S195,https://en.wikipedia.org/wiki/Fiio,Wikipedia,community,encyclopedia,en,6,2026-09-07,FiiO Guangzhou founded 2007
S196,https://shanling.com/,Shanling,brand_official,corporate,zh,1,2026-09-07,Shenzhen Shanling Digital Technology
S197,https://ja.wikipedia.org/wiki/プレシードジャパン,Wikipedia,community,encyclopedia,ja,6,2026-09-07,Preseed Japan background
S198,https://v-trade.co.jp/brands12/,V-Trade,retailer,brand_page,ja,4,2026-09-07,AVIOT brand distribution
S199,https://x.com/eXtend_info,Bunka Broadcast Extend,agency_official,social_account,ja,1,2026-09-07,Bunka Broadcast Extend official account
S200,https://aviot.jp/news/lowvision/,AVIOT,brand_official,press_release,ja,1,2026-09-07,AVIOT Bunka Broadcasting programme sponsorship
S201,https://dengekionline.com/article/202407/10605,Dengeki Online,trade_press,article,ja,4,2026-09-07,AVIOT TE-Q3-MNT Fuwa Minato + Q series cumulative 250000 units as of May 2024
S202,https://prtimes.jp/main/html/rd/p/000000216.000121822.html,final Inc. via PR Times,brand_official,press_release,ja,1,2026-09-07,CATEGORY ANCHOR - final 300000 cumulative ASMR/sleep-tuned units as of Dec 2025 with footnote definition; ZE500 NYUMIN spec and Makuake campaign
S203,https://www.makuake.com/project/kpro01/,Makuake,crowdfunding_platform,campaign_page,ja,3,2026-09-07,KPro01 campaign page - all reward tiers and stretch goals; final total now shows 計算中 so does NOT resolve the funding conflict
S204,https://www.makuake.co.jp/5542/,Makuake Inc.,brand_official,press_release,ja,1,2026-09-07,Makuake 13th anniversary - gadget/appliance/audio genres combined +170% YoY
S205,https://fistbump-news.jp/article/2026/09/03/2851.html,FISTBUMP,trade_press,article,ja,4,2026-09-07,ONKYO x Kagura Mea CP-TWS01E - order window 2026-09-04 to 10-09 CURRENTLY OPEN; QCC3072; 13 voice words; game mode
S206,https://news.qq.com/rain/a/20240814A01HFO00,Tencent News,trade_press,article,zh,4,2026-09-07,MOONDROP x Singer (Hunan Satellite TV) CNY 399 full spec - NEW PARTNER CLASS tv programme IP
S207,https://www.rainlain.com/index.php/2025/02/17/3003/,Rainlain,community,review,zh,6,2026-09-07,MOONDROP Singer review - discovery only
S208,https://www.ithome.com/0/904/739.htm,IT Home,trade_press,article,zh,4,2026-09-07,MOONDROP RAYS AG Esports Club edition CNY 439 - NEW PARTNER CLASS esports club; pro player tuning; Delta Force
S209,https://news.zol.com.cn/1098/10983468.html,ZOL,trade_press,article,zh,4,2026-09-07,MOONDROP x AG esports RAYS collab Delta Force tuning
S210,https://finance.sina.com.cn/tech/digi/2025-12-13/doc-inharuwm6324292.shtml,Sina Tech,general_press,article,zh,5,2026-09-07,RAYS AG collab edition 439 CNY launch 2025-12-13
S211,https://news.qq.com/rain/a/20250410A09QRX00,Tencent News,trade_press,article,zh,4,2026-09-07,MOONDROP RAYS base model CNY 399 - the base-SKU price enabling the only measured collab premium
S212,https://moondroplab.com/cn/products/rays,MOONDROP,brand_official,product_page,zh,1,2026-09-07,RAYS official product page
S213,https://finance.sina.com.cn/tech/digi/2025-04-10/doc-inessynt3298525.shtml,Sina Tech,general_press,article,zh,5,2026-09-07,RAYS 32bit/384kHz hardware decoding spec
S214,https://m.hupu.com/bbs/628547646,Hupu,community,forum_post,zh,6,2026-09-07,ONLY CN unit datapoint - MOONDROP Robin marketplace counters Douyin ~12000 JD ~4000 Tmall ~4000. TIER 6 NOT CITABLE
S215,https://post.smzdm.com/p/ag534vwm/,SMZDM,retailer,review,zh,4,2026-09-07,MOONDROP Robin Honkai Star Rail collab review and positioning
S216,https://aucfan.com/intro/q-~a5b3a5e9a5dca5a4a5e4a5dba5f3/,Aucfan,retailer,auction_data,ja,4,2026-09-07,Collab earphone resale - 5 completed auctions in 30 days avg JPY 11883. DIRECT FETCH RETURNED HTTP 429
S217,https://www.bcnretail.com/research/detail/20220131_263891.html,BCN+R,trade_press,research,ja,4,2026-09-07,JP TWS 35.0% of unit sales and price band splits. DIRECT FETCH RETURNED HTTP 404
S218,https://smhn.info/202409-wireless-earphone-2024q2,Sumaho!!,general_press,article,ja,5,2026-09-07,JP wireless earphone shipments record high and brand shares. DIRECT FETCH RETURNED HTTP 403
S219,https://www.globalresearch.co.jp/reports/japan-headphones-market-expert/,Global Research,trade_press,report_summary,ja,4,2026-09-07,Japan headphone market USD 738.2mn 2024 to USD 992.1mn 2034 CAGR 3.00%
S220,https://www.marketresearch.co.jp/insights/true-wireless-headphones-market-straits/,MarketResearch.co.jp,trade_press,report_summary,ja,4,2026-09-07,Global TWS USD 13.24bn 2024 to 15.86bn 2025 CAGR 19.82%
S221,https://www.bilibili.com/video/BV14LMD6CE8K/,bilibili,community,video,zh,6,2026-09-07,MOONDROP factory tour - title states 年销过亿 (annual sales over CNY 100mn). TIER 6; conflicts with the output-value framing elsewhere
S222,https://www.e-earphone.jp/blogs/feature/annual_ranking_2024_tws-earphone,e-earphone,retailer,ranking,ja,4,2026-09-07,e-earphone annual TWS ranking 2024 - NOT YET READ
S223,https://zhongchou.modian.com/all/top_money/success/96,Modian,crowdfunding_platform,ranking,zh,3,2026-09-07,Modian top-funded successful campaigns - NO earphone campaigns present; museum TRPG publishing and designer toys instead
S224,https://www.thepaper.cn/newsDetail_forward_27931628,The Paper,trade_press,article,zh,4,2026-09-07,MOONDROP ACG audio brand strategy and its phone product
S225,https://m.zol.com.cn/article/12306505.html,ZOL,trade_press,article,zh,4,2026-09-07,RAYS bundle 88VIP street price CNY 374
S226,https://shop.aviot.jp/collections/all,AVIOT,brand_official,product_index,ja,1,2026-09-08,FULL CATALOGUE WALK pages 1-12 = 231 products. Source of ~30 previously uncatalogued collab SKUs plus all base-platform prices enabling the collab premium calculation. Pages 1-2 were truncated on fetch
S227,https://shop.aviot.jp/products/te-d01v-sgr,AVIOT,brand_official,product_page,ja,1,2026-09-08,Shigure Ui TE-D01v-SGR 18700 member price; TE-D01v base platform ~120000 cumulative units
S228,https://www.phileweb.com/news/d-av/202405/31/60451.html,PHILE WEB,trade_press,article,ja,4,2026-09-08,Shigure Ui collab - talent supervised BOTH sound quality and design
S229,https://aviot.jp/press/te-d01v-sgr/,AVIOT,brand_official,press_release,ja,1,2026-09-08,Shigure Ui official press release
S230,https://av.watch.impress.co.jp/docs/news/1596327.html,AV Watch,trade_press,article,ja,4,2026-09-08,Shigure Ui collab tuning for her singing voice
S231,https://prtimes.jp/main/html/rd/p/000000203.000027368.html,Preseed Japan via PR Times,brand_official,press_release,ja,1,2026-09-08,Shigure Ui pre-order opened 2024-05-30; base TE-D01v series ~12万台 cumulative
S232,https://shop.aviot.jp/products/wb-p1-nkn,AVIOT,brand_official,product_page,ja,1,2026-09-08,Nakayama Kinni-kun bone conduction collab
S233,https://news.kakaku.com/prdnews/cd=kaden/ctcd=2046/id=139560/,Kakaku.com,retailer,article,ja,4,2026-09-08,WB-P1-NKN 24 newly recorded voice types; IP67; 145mAh; preorder 2024-04-09
S234,https://aviot.jp/press/wb-p1-nkn/,AVIOT,brand_official,press_release,ja,1,2026-09-08,WB-P1-NKN official release
S235,https://shop.aviot.jp/products/wb-p1-bk,AVIOT,brand_official,product_page,ja,1,2026-09-08,WB-P1-BK Baki Hanma bone conduction - confirms the Baki franchise named in the Toyo Keizai interview
S236,https://ja.wikipedia.org/wiki/ななしいんく,Wikipedia,community,encyclopedia,ja,6,2026-09-08,774 inc. / Nanashi Inc agency background
S237,https://www.moguravr.com/patra_hnst/,Mogura VR,trade_press,article,ja,4,2026-09-08,CRITICAL - Suou Patra graduated from Nanashi Inc and continues independently
S238,https://roundup-gamers.jp/article/2023/05/09/1217.html,RUGs,trade_press,article,ja,4,2026-09-08,Patra graduation announcement; Honey Strap leader going independent
S239,https://www.buzzfeed.com/jp/wakanayamashita/vtuber-suou-patra-graduation,BuzzFeed Japan,general_press,article,ja,5,2026-09-08,Patra subscriber count ~660000 at graduation
S240,https://x.com/774inc_official/status/1655905551883317248,774 inc.,agency_official,social_post,ja,1,2026-09-08,OFFICIAL agency notice of Patra graduation effective 2023-05-09
S241,https://ja.wikipedia.org/wiki/ハニーストラップ,Wikipedia,community,encyclopedia,ja,6,2026-09-08,Honey Strap unit membership
S242,https://ja.wikipedia.org/wiki/あおぎり高校,Wikipedia,community,encyclopedia,ja,6,2026-09-08,Aogiri High School - moved Brave Group to viviON Group Apr 2023; viviON is DLsite's parent
S243,https://vtuber-post.com/news/23950,VTuber Post,trade_press,article,ja,4,2026-09-08,Aogiri High School 1 million subscribers 2024-04-27; 11 active talents
S244,https://kiramune.jp/kiramune.html,Kiramune,agency_official,corporate,ja,1,2026-09-08,Kiramune official label description
S245,https://ja.wikipedia.org/wiki/Kiramune,Wikipedia,community,encyclopedia,ja,6,2026-09-08,Kiramune created by Lantis and Bandai Namco Arts; name etymology; member history
S246,https://www.animatetimes.com/news/details.php?id=1646287572,Animate Times,trade_press,article,ja,4,2026-09-08,Kiramune member breakdown and assigned colours
S247,https://www.81produce.co.jp/,81 Produce,agency_official,corporate,ja,1,2026-09-08,81 Produce - SEARCHED FOR AUDIO COLLABS NONE FOUND
S248,https://www.bunkatsushin.com/varieties/article.aspx?id=3129,Bunka Tsushin,trade_press,interview,ja,4,2026-09-08,81 Produce president on expanding the voice actor business - context for why agencies do not license to hardware
S249,https://hololive.hololivepro.com/en/news/20240816-01-95/,COVER Corp,agency_official,press_release,en,1,2026-09-08,AVIOT x hololive EN Myth English-language announcement
S250,https://ascii.jp/elem/000/004/215/4215811/,ASCII,trade_press,article,ja,4,2026-09-08,hololive EN Myth 200+ voices JP and EN
S251,https://shop.aviot.jp/products/te-v1r-hen,AVIOT,brand_official,product_page,ja,1,2026-09-08,hololive EN Myth product page
S252,https://aviot.jp/press/te-v1r-hen/,AVIOT,brand_official,press_release,ja,1,2026-09-08,hololive EN Myth official release
S253,https://yutura.net/channel/21673/,YouTube Ranking,community,channel_data,ja,6,2026-09-08,Aogiri High School channel metrics - discovery only
S254,https://dic.pixiv.net/a/周防パトラ,Pixiv Encyclopedia,community,encyclopedia,ja,6,2026-09-08,Suou Patra background - discovery only
S255,https://vcolle.com/other/allgenre-vtuberagency/,VTuber Collection,community,article,ja,6,2026-09-08,VTuber agency landscape overview - discovery only
S256,https://tookabase-official.com/,Universal Music,brand_official,brand_site,ja,1,2026-09-08,TOoKA BASE FULL CATALOGUE - ~30 collab SKUs; three earphone generations; portable CD player; seiyuu and anime model prices. LARGEST UNDERCOUNT CORRECTION IN THE PROJECT
S257,https://tookabase.com/shop/tookabase,Universal Music,brand_official,storefront,ja,1,2026-09-08,TOoKA BASE online shop
S258,https://www.universal-music.co.jp/other/tookabase-akihabara/,Universal Music,brand_official,event_page,ja,1,2026-09-08,TOoKA BASE Akihabara store 2023 - brand-owned physical retail
S259,https://online.stereosound.co.jp/_ct/17420441,Stereo Sound,trade_press,article,ja,4,2026-09-08,TOoKA BASE 03 launch; platform generations 01=NT01B 02=NT01L
S260,https://www.phileweb.com/news/d-av/201907/04/47847.html,PHILE WEB,trade_press,article,ja,4,2026-09-08,Universal Music launches the TOoKA BASE brand July 2019
S261,https://realsound.jp/tech/2022/07/post-1086590.html,Real Sound,trade_press,article,ja,4,2026-09-08,TOoKA BASE Kingdom model - three named voice actors
S262,https://prtimes.jp/main/html/rd/p/000001541.000000664.html,Universal Music via PR Times,brand_official,press_release,ja,1,2026-09-08,TOoKA BASE Morikubo Shotaro model released 14 November
S263,https://prtimes.jp/main/html/rd/p/000001433.000000664.html,Universal Music via PR Times,brand_official,press_release,ja,1,2026-09-08,TOoKA BASE Quintessential Quintuplets - five Nakano sisters with named voice actors
S264,https://www.hmv.co.jp/news/article/2111171007/,HMV,retailer,article,ja,4,2026-09-08,TOoKA BASE seven seiyuu collaboration models announcement
S265,https://www.hmv.co.jp/news/article/2106081010/,HMV,retailer,article,ja,4,2026-09-08,TOoKA BASE Jujutsu Kaisen model - four characters with original voices
S266,https://akiba-pc.watch.impress.co.jp/docs/wakiba/find/1441738.html,Akiba PC Watch,trade_press,article,ja,4,2026-09-08,TOoKA BASE clearance sale from JPY 1100 - ONLY OBSERVED MARKDOWN BEHAVIOUR IN THE MARKET
S267,https://tower.jp/item/5236384,Tower Records,retailer,listing,ja,4,2026-09-08,TOoKA BASE 03 retail listing
S268,https://www.sony.jp/store/press/240830.html,Sony,brand_official,press_release,ja,1,2026-09-08,Sony Bocchi 2nd wave - WF-1000XM5 43800; bundles 93300 and 153800; four engraved character designs
S269,https://www.sony.jp/walkman/store/special/bocchitherock/,Sony,brand_official,product_page,ja,1,2026-09-08,Sony Bocchi 1st wave - Walkman NW-A306 and NW-ZX707
S270,https://kunkoku.jp/sonystorebocchi-12.html,Sony Shop Kunkoku,community,article,ja,6,2026-09-08,Sony Bocchi 3rd wave planned winter 2024 - discovery only
S271,https://kunkoku.jp/sonystorebocchi-11.html,Sony Shop Kunkoku,community,article,ja,6,2026-09-08,Sony Store Bocchi in-person events and sticker giveaways
S272,https://ascii.jp/elem/000/004/011/4011204/,ASCII,trade_press,article,ja,4,2026-09-08,final EVA2020 - FOUR SKUs; FI-EVATW 01/02/06 at 19800 and FI-EVA2020 wired at 2980; voice by Ibuki Maya CV Nagasawa Miki
S273,https://kakakumag.com/av-kaden/?id=16293,Kakaku Magazine,trade_press,review,ja,4,2026-09-08,final Evangelion collab hands-on
S274,https://hobby.dengeki.com/news/2793294/,Dengeki Hobby,trade_press,article,ja,4,2026-09-08,ONKYO GochiUsa AOW01 MARKII - 22000 JPY; BUYER SELECTS ONE OF SEVEN CHARACTER VOICES; 11 words each
S275,https://hobby.dengeki.com/news/2522543/,Dengeki Hobby,trade_press,article,ja,4,2026-09-08,ONKYO Angel Next Door AOW01 - 20000 JPY; 15 voice words incl hidden commands; MEMS mic
S276,https://onkyodirect.jp/shop/pages/EFP_HEADPHONES.aspx,ONKYO,brand_official,product_page,ja,1,2026-09-08,ANIMA AOW03 Expelled from Paradise headphones - RETURNED HTTP 404
S277,https://zeeny.com/collections/collaboration,Zeeny / NAIN,brand_official,product_index,ja,1,2026-09-08,ZEENY FULL COLLAB INDEX page 1 - 11 SKUs incl FOUR Bluetooth SPEAKERS and a Taiwan/HK exclusive. Pages 2-3 JS-rendered no data
S278,https://nain.zendesk.com/hc/ja/articles/900005332923,NAIN,brand_official,support_page,ja,1,2026-09-08,Zeeny collaboration shipping status page - evidence of made-to-order fulfilment tracking
S279,https://price.zol.com.cn/1073/10731597.html,ZOL,trade_press,listing,zh,4,2026-09-08,SONGX Ling Long collab CNY 354 promo
S280,https://www.233leyuan.com/post-detail/2061752956735426560,233 Leyuan,community,review,zh,6,2026-09-08,SONGX Ling Long dual screen and ANC review - discovery only
S281,https://www.sina.cn/news/detail/5275956445184425.html,Sina,general_press,article,zh,5,2026-09-08,SONGX Ling Long collab earphone
S282,https://www.sohu.com/a/692878634_99923103,Sohu,general_press,article,zh,5,2026-09-08,SONGX Wandering Earth gift box unboxing and spec
S283,https://www.smzdm.com/p/120949667/,SMZDM,retailer,listing,zh,4,2026-09-08,SONGX Wandering Earth CNY 277.51 street; BT 5.3 IPX5 6mm N45 neodymium
S284,https://ja.wikipedia.org/wiki/ホロライブプロダクション,Wikipedia,community,encyclopedia,ja,6,2026-09-08,hololive production 78 talents June 2026; hololive ID EN and DEV_IS integrated 2026-09-07
S285,https://cover-corp.com/business/vtuber,COVER Corp,agency_official,corporate,ja,1,2026-09-08,COVER VTuber production business description
S286,https://ja.wikipedia.org/wiki/にじさんじ,Wikipedia,community,encyclopedia,ja,6,2026-09-08,Nijisanji ~150 domestic livers; ~170-180 with EN
S287,https://www.anycolor.co.jp/service/nijisanji,ANYCOLOR,agency_official,corporate,ja,1,2026-09-08,Nijisanji project official page
S288,https://virtual-youtuber.userlocal.jp/office/nijisanji_jp,User Local,trade_press,channel_data,ja,4,2026-09-08,Nijisanji JP talent list ranked by follower count
S289,https://kiramune-fan.info/member/,Kiramune Fan (unofficial),community,roster,ja,6,2026-09-08,KIRAMUNE FULL 20-MEMBER ROSTER by unit. Direct fetch returned 403; roster from search-surfaced summary
S290,https://ja.wikipedia.org/wiki/IXIS,Wikipedia,community,encyclopedia,ja,6,2026-09-08,IXIS - Kiramune new 6-member unit; joined 2025-11-16; major debut 2026-03-05
S291,https://www.lisani.jp/0000295599/,Lisani,trade_press,article,ja,4,2026-09-08,Kiramune adds first new unit in ~8 years; Kiramune Music Festival 2026
S292,https://www.animatetimes.com/news/details.php?id=1763285910,Animate Times,trade_press,article,ja,4,2026-09-08,IXIS joins the Kiramune label
S293,https://kiramune.jp/artist/IXIS/,Kiramune,agency_official,artist_page,ja,1,2026-09-08,IXIS official artist page
S294,https://www.aoni.co.jp/,Aoni Production,agency_official,corporate,ja,1,2026-09-08,Aoni Production largest JP voice agency. SEARCHED FOR AUDIO COLLABS NONE FOUND
S295,https://talent-dictionary.com/s/agencies/213,Talent Dictionary,trade_press,roster,ja,4,2026-09-08,Aoni Production roster - 492 figure
S296,https://mausu.net/talent/,Mausu Promotion,agency_official,roster,ja,1,2026-09-08,Mausu Promotion talent roster ~155
S297,https://ja.wikipedia.org/wiki/アイムエンタープライズ,Wikipedia,community,encyclopedia,ja,6,2026-09-08,I m Enterprise 100+ voice actors at ~3:7 male-female split
S298,https://blitz-marketing.co.jp/column/19086/,Blitz Marketing,trade_press,article,ja,4,2026-09-08,Nanashi Inc 25 talents; >2M total YouTube subs; >1.2M X followers. viviON operates Aogiri High School
S299,https://www.taito.co.jp/en/mob/topics/25965,Taito,brand_official,press_release,ja,1,2026-09-08,Groove Coaster x hololive - case doubles as mobile battery; gaming mode halves latency
S300,https://prtimes.jp/main/html/rd/p/000000249.000041970.html,Taito via PR Times,brand_official,press_release,ja,1,2026-09-08,Groove Coaster x hololive vol.3 - Shirogane Noel and Sakamata Chloe
S301,https://www.hmv.co.jp/news/article/2112171011/,HMV,retailer,article,ja,4,2026-09-08,Groove Coaster x hololive new model announcement
S302,https://ear-headphones.allabout.co.jp/a151/,All About,general_press,ranking,ja,5,2026-09-08,JP earphone maker ranking - NAMES SKULLCANDY among collab-earphone makers alongside Moondrop qdc ANIMA and AVIOT
S303,https://kakaku.com/kaden/headphones/itemlist.aspx?pdf_ma=530,Kakaku.com,retailer,listing,ja,4,2026-09-08,radius product range - no collab models present
S304,https://www.bandainamcomusiclive.co.jp/,Bandai Namco Music Live,agency_official,corporate,ja,1,2026-09-08,Kiramune co-operator; music label and management under Bandai Namco Holdings
S305,https://aviot.jp/press/,AVIOT,brand_official,press_archive,ja,1,2026-09-08,CHRONOLOGICAL PRESS ARCHIVE - recovered 15 release dates and revealed the Piyahon PNK line plus TE-V1R-JK1/JK2/JK3 and UST/UQN/UHV. Most efficient date-backfill source found
S306,https://aviot.jp/news/,AVIOT,brand_official,news_archive,ja,1,2026-09-08,AVIOT news - POP UP SHOP activations for Blue Archive (Shibuya Modi) and Oshi no Ko (OIOI); NO shipment milestone announcements
S307,https://shop.aviot.jp/collections/pnk,AVIOT,brand_official,product_index,ja,1,2026-09-08,PIYAHON / PIDDHONE dedicated Pierre Nakano supervised collection page. NOT YET WALKED
S308,https://aviot.jp/press/te-zx1-pnk/,AVIOT,brand_official,press_release,ja,1,2026-09-08,Piyahon 7 TE-ZX1-PNK JPY 49500; 5 drivers (1 planar + 1 dynamic + 3 BA); talent supervised design AND tuning
S309,https://cmsong-navi.com/2025/12/11/aviot-te-u1-pnk,Arage no Susume,community,article,ja,6,2026-09-08,Piyahon 9 TE-U1-PNK JPY 9980; three original sound modes supervised by Pierre Nakano; released January 2026
S310,https://www.phileweb.com/news/d-av/202608/20/65789.html,PHILE WEB,trade_press,article,ja,4,2026-09-08,AVIOT Bookworm TE-Q3R-HZK 22880 JPY; Iguchi Yuka and Hayami Sho; Q SERIES CUMULATIVE ~370000 UNITS as of Aug 2026
S311,https://prtimes.jp/main/html/rd/p/000000306.000027368.html,Preseed Japan via PR Times,brand_official,press_release,ja,1,2026-09-08,Bookworm collab official - preorder 2026-08-20 ship mid-Feb 2027
S312,https://www.tobooks.jp/booklove/wireless_earphone/,TO Books,agency_official,product_page,ja,1,2026-09-08,Bookworm collab IP-owner special site
S313,https://prtimes.jp/main/html/rd/p/000000285.000027368.html,Preseed Japan via PR Times,brand_official,press_release,ja,1,2026-09-08,AVIOT x Uta no Prince-sama three models; preorder 2025-12-25 via Broccoli Online
S314,https://www.phileweb.com/news/d-av/202511/26/63908.html,PHILE WEB,trade_press,article,ja,4,2026-09-08,Jujutsu Kaisen THREE models 22880 JPY each; 12 characters and 250+ voices combined
S315,https://av.watch.impress.co.jp/docs/news/2066427.html,AV Watch,trade_press,article,ja,4,2026-09-08,JUJUTSU KAISEN COLLAB SOUND-TUNED BY THE ANIME SCORE COMPOSER - co_tuned not cosmetic
S316,https://onkyodirect.jp/shop/pages/Mary_Saionji.aspx,ONKYO,brand_official,product_page,ja,1,2026-09-08,Saionji Mary CP-TWS01E official page
S317,https://www.dreamnews.jp/press/0000350819,ONKYO via DreamNews,brand_official,press_release,ja,1,2026-09-08,Saionji Mary collab - design based on the talent own proposal; 13 voice words
S318,https://panora.tokyo/archives/144608,PANORA,trade_press,article,ja,4,2026-09-08,Saionji Mary limited-period made-to-order sale
S319,https://tinpanblog.com/onkyo-mary-saionji-wireless-earphone-june5-2026-guide/,Tinpan Blog,community,article,ja,6,2026-09-08,Saionji Mary pricing - earphone 20000 and charger 4500; window 2026-06-05 to 07-17
S320,https://onkyodirect.jp/shop/g/gMO1_KANOKARI1TWS01E01B/,ONKYO,brand_official,product_page,ja,1,2026-09-08,Rent-a-Girlfriend Mizuhara Chizuru CP-TWS01E model
S321,https://www.bcnretail.com/news/detail/20251129_574920.html,BCN+R,trade_press,research,ja,4,2026-09-08,CURRENT JP TWS MARKET - price bands 40/20/40; channel 60-70% physical; polarisation began ~2020; sales peaks March July December
S322,https://news.yahoo.co.jp/articles/6b8fb46ca4df04b77c70bdd18fcbe4aa1c21af07,BCN via Yahoo,trade_press,article,ja,4,2026-09-08,BCN 2026 H1 TWS TOP 10 - NO COLLAB BRAND PRESENT. Xiaomi overtook Anker and Sony
S323,https://www.bcnaward.jp/award/gallery/detail/contents_type=221,BCN AWARD,trade_press,award_data,ja,4,2026-09-08,Audio accessories share - audio-technica 22.7% RANK 1; Sanwa Supply 17.3%; Elecom 13%
S324,https://tookabase.com/shop/people1/news_list.php,Universal Music,brand_official,news_archive,ja,1,2026-09-08,TOoKA BASE NEWS ARCHIVE - all items Nov 2025 to Jul 2026 are PEOPLE 1 band merchandise. NO collab earphone announcements. EVIDENCE OF CATEGORY DORMANCY
S325,https://finance.sina.com.cn/stock/t/2026-01-22/doc-inhieiky2823029.shtml,Sina Finance,general_press,article,zh,5,2026-09-08,Moondrop x Wuthering Waves U.C.T.S. ear-clip CNY 299 on sale 2026-01-23; switchable male/female Rover voice; dynamic + micro-planar dual driver; LHDC-V and LC3
S326,https://zhuanlan.zhihu.com/p/2071606266082890087,Zhihu,community,article,zh,6,2026-09-08,Moondrop 2026 autumn launch at the 20th SIAS Shenzhen audio show 2026-08-14 incl Darkside flagship planar headphone - current activity evidence
S327,https://www.dreamnews.jp/press/0000346883,ONKYO via DreamNews,brand_official,press_release,ja,1,2026-09-09,BEST COLLAB VOLUME DISCLOSURE IN THE DATASET - ONKYO annual order volume exceeded 100000 units for the first time in 2025; announced 2026-04-21; 9 base collab platforms; direct-only; H-01A launched 1970
S328,https://www.onkyo.net/en/collabo,ONKYO,brand_official,product_index,en,1,2026-09-09,ONKYO collaboration index WITH DATES - ten launches Aug-Sep 2026 incl Neo-Porte Yozuna Niu; Haruhi 20th; Gundam X 30th; Keroro; Milky Subway; Sumeragi Miona; LUPICIA tea; and an Angel Next Door SCALP CARE product
S329,https://www.dreamnews.jp/press/0000329316/,ONKYO via DreamNews,brand_official,press_release,ja,1,2026-09-09,The Summer Hikaru Died collab JPY 20000; order 2025-09-12 to 2025-10-31
S330,https://www.dreamnews.jp/press/0000337156/,ONKYO via DreamNews,brand_official,press_release,ja,1,2026-09-09,774 inc. Souya Ichika collab; made-to-order from 2025-12-24 18:00
S331,https://www.dreamnews.jp/press/0000356927,ONKYO via DreamNews,brand_official,press_release,ja,1,2026-09-09,Love Live! Sunshine!! AOW01 MARKII collab announced 2026-07-23
S332,https://www.dreamnews.jp/press/0000346830,ONKYO via DreamNews,brand_official,press_release,ja,1,2026-09-09,Nijisanji Saeki Ittetsu JPY 18000; order 2026-05-15 to 2026-06-05
S333,https://www.dreamnews.jp/press/0000361004,ONKYO via DreamNews,brand_official,press_release,ja,1,2026-09-09,Kagura Mea collab JPY 22000 CONFIRMED; order from 2026-09-04 15:00
S334,https://www.dreamnews.jp/company/0000013350/16/,ONKYO via DreamNews,brand_official,press_archive,ja,1,2026-09-09,ONKYO full DreamNews press archive - chronological source for collab dates
