product_id,brand,brand_country,product_name,model_code,partner_name,partner_class,partner_agency,form_factor,connectivity,collab_depth,price_value,price_currency,price_tax_basis,voice_clip_count,announce_date,order_open,release_date,availability,driver_config,bt_version,codecs,battery_bud_h,battery_case_h,water_rating,weight_g,units_sold,units_basis,channel,confidence,notes
P0084,Victor (JVCKenwood),JP,HA-A20T Stitch model,HA-A20T,Stitch,character_ip,Disney,tws_iem,wireless_bt,cosmetic_plus_media,7150,JPY,,,2023-05,,2023,standing_catalog,,,,7,24,,,,,Disney Store;disneystore.jp,verified_primary,character voice prompts
P0085,Victor (JVCKenwood),JP,HA-A20T Winnie the Pooh model,HA-A20T,Winnie the Pooh,character_ip,Disney,tws_iem,wireless_bt,cosmetic_plus_media,7150,JPY,,,2023-05,,2023,standing_catalog,,,,7,24,,,,,Disney Store;disneystore.jp,verified_primary,character voice prompts
P0086,Victor (JVCKenwood),JP,HA-A20T Alien model,HA-A20T,Alien (Toy Story),character_ip,Disney,tws_iem,wireless_bt,cosmetic_plus_media,7150,JPY,,,2023-05,,2023,standing_catalog,,,,7,24,,,,,Disney Store;disneystore.jp,verified_primary,character voice prompts
P0087,Owltech,JP,KPro01,KPro01,Koiwai Kotori,seiyuu_individual,,tws_iem,both,original_signature,,JPY,,,2020-02-19,2020-02-19,2020-10,discontinued,dynamic,,,,,waterproof,,,crowdfunding_backers,Makuake,verified_primary,talent was development team LEAD not licensor; raised 166070000 JPY from 10003 backers vs 3000000 target; 10M JPY in first hour; Makuake Of The Year 2020 GOLD; proprietary 4-pin connector carrying data and charge; USB-C; 70M JPY stretch goal unlocked companion app; delivery slipped Jul to Oct-Nov 2020 on COVID parts shortage; alternate total reported as 160000000
P0088,Sony,JP,Bocchi the Rock! collaboration model 3rd wave,,Bocchi the Rock!,anime_ip,,tws_iem,wireless_bt,cosmetic,,JPY,,,,,,,,,,,,,,,,Sony store,verified_primary,third installment so a sustained relationship; base platform appears to be WF-C710N class; collab price NOT FOUND - official page returns mojibake
P0089,Taito/Cafereo,JP,Groove Coaster x hololive wireless earphone vol.1,,hololive (Tokino Sora; Gawr Gura),vtuber_individual,COVER Corp,tws_iem,wireless_bt,cosmetic_plus_media,,JPY,,,,,,limited_sold_out,,,,,,,,,,Cafereo;HMV,verified_primary,original design on buds case and package; voice guidance recorded by the talents; restocked on demand
P0090,Taito/Cafereo,JP,Groove Coaster x hololive wireless earphone vol.3,,hololive (Shirogane Noel; Sakamata Chloe),vtuber_individual,COVER Corp,tws_iem,wireless_bt,cosmetic_plus_media,,JPY,,,,,,limited_sold_out,,,,,,,,,,Cafereo;HMV,verified_primary,
P0091,Hi-Unit,JP,HSE-A2000PN Kiki & Lala model,HSE-A2000PN,Kiki & Lala,character_ip,Sanrio,iem,wired,cosmetic,,JPY,,,,,,,,,,,,,,,,,verified_secondary,carries a Pierre Nakano tuning credit
P0092,Hi-Unit,JP,HSE-A2000PNK-KU Kuromi model,HSE-A2000PNK-KU,Kuromi,character_ip,Sanrio,iem,wired,cosmetic,,JPY,,,,,,,,,,,,,,,,,verified_secondary,carries a Pierre Nakano tuning credit
P0093,intime,JP,iGa-Phone New Color,iGa-Phone,unidentified,unknown,,iem,wired,cosmetic,,JPY,,,,,,,,,,,,,,,,,lead_only,listed in e-earphone VTuber/artist collab section; partner not identified
P0094,MOONDROP,CN,Robin (Honkai Star Rail),,Honkai: Star Rail (Robin),game_ip,miHoYo,tws_iem,wireless_bt,cosmetic_plus_media,529,CNY,incl,,,,,standing_catalog,,,,,,,,,,moondroplab.com,verified_primary,character voice guidance; highest-priced TWS collab in the CN line
P0095,MOONDROP,CN,U.C.T.S. (Wuthering Waves),U.C.T.S.,Wuthering Waves,game_ip,Kuro Games,tws_iem,wireless_bt,cosmetic_plus_media,299,CNY,incl,,2026-01-23,,2026-01-23,standing_catalog,hybrid dual-driver open-ear,,,,,,,,,moondroplab.com,verified_primary,on-sale Jan 23; full limited peripheral set; teardown available
P0096,MOONDROP,CN,KLUKAI (Girls Frontline 2),,Girls' Frontline 2: Exilium,game_ip,Sunborn,tws_iem,wireless_bt,cosmetic_plus_media,269,CNY,incl,,,,,standing_catalog,,,,,,,,,,moondroplab.com,verified_primary,Japanese voice guidance; premium packaging
P0097,MOONDROP,CN,Menghui x Yasuno Kiyono,,Yasuno Kiyono,seiyuu_individual,,tws_iem,wireless_bt,cosmetic_plus_media,599,CNY,incl,,,,,standing_catalog,,,,,,,,,,moondroplab.com,verified_primary,ONLY human-talent collab in the CN dataset and the talent is Japanese; highest-priced TWS in the Moondrop collab line
P0098,MOONDROP,CN,Luo Tianyi Endless Summer gift box,Pudding-based,Luo Tianyi,virtual_singer,Vsinger,tws_iem,wireless_bt,cosmetic_plus_media,239,CNY,incl,,,,,standing_catalog,10mm dynamic,,LHDC,,,,,,,moondroplab.com,verified_secondary,based on Pudding chassis; Luo Tianyi exclusive voice prompts; 22nm low-power SoC; ANC; presale from Jul 12 10:00
P0099,MOONDROP,CN,Hatsune Miku gift box (MIRAGE-based),MIRAGE-based,Hatsune Miku,virtual_singer,Crypton,tws_iem,wireless_bt,cosmetic_plus_media,239,CNY,incl,,2026-05-20,,,standing_catalog,10mm dynamic,,LHDC,,,,,,,moondroplab.com,verified_secondary,replicates classic Miku V3 illustration; adaptive ANC; leek-shaped case
P0100,MOONDROP,CN,Elven Maiden (Miku x MOEYU),,Hatsune Miku x MOEYU,virtual_singer,Crypton,iem,wired,cosmetic,499,CNY,incl,,,,,standing_catalog,,,,,,,,,,moondroplab.com,verified_primary,logged as in-house in first sweep - CORRECTED to a Miku x MOEYU collab
P0101,MOONDROP,CN,Aria Hatsune Miku edition,Aria,Hatsune Miku x MOEYU,virtual_singer,Crypton,iem,wired,cosmetic,439,CNY,,,,,,standing_catalog,,,,,,,,,,JD,verified_secondary,0.78mm 2-pin; hi-fi positioning
P0102,MOONDROP,CN,Maobing Three-Body,,Three-Body,literary_ip,,tws_iem,wireless_bt,cosmetic,249,CNY,incl,,,,,standing_catalog,,,,,,,,,,moondroplab.com,verified_primary,Maobing platform reused across 3 IPs
P0103,MOONDROP,CN,Maobing Girls Frontline,,Girls' Frontline,game_ip,Sunborn,tws_iem,wireless_bt,cosmetic,299,CNY,incl,,,,,standing_catalog,,,,,,,,,,moondroplab.com,verified_primary,
P0104,MOONDROP,CN,Maobing Ash Arms,,Ash Arms,game_ip,,tws_iem,wireless_bt,cosmetic,249,CNY,incl,,,,,standing_catalog,,,,,,,,,,moondroplab.com,verified_primary,
P0105,MOONDROP,CN,Shuidi Three-Body,,Three-Body,literary_ip,,iem,wired,cosmetic,299,CNY,incl,,,,,standing_catalog,,,,,,,,,,moondroplab.com,verified_primary,
P0106,MOONDROP,CN,Space Travel Susanoo,,Susanoo,other_ip,,tws_iem,wireless_bt,cosmetic,219,CNY,incl,,,,,standing_catalog,,,,,,,,,,moondroplab.com,verified_primary,lowest-priced collab in the CN line
P0107,MOONDROP,CN,DUSK,DUSK,Crinacle,reviewer_influencer,,iem,wired,co_tuned,2499,CNY,incl,,,,,standing_catalog,,,,,,,,,,moondroplab.com,verified_primary,NOT a talent collab - influencer co-tuning; highest-priced Moondrop collab; excluded from talent analysis
P0108,MOONDROP,CN,PANDAER PILL music capsule,PILL,Meizu PANDAER,brand_partner,Meizu,ear_clip,wireless_bt,cosmetic,,CNY,,,,,,standing_catalog,,,,,,,,,,,verified_secondary,brand x brand not talent; logged for completeness
P0109,SONGX,CN,SONGX x Luo Tianyi collaboration earphone,,Luo Tianyi,virtual_singer,Vsinger,tws_iem,wireless_bt,cosmetic,229,CNY,,,2025,,2025,standing_catalog,,,,,,,,,,JD;Pinduoduo,verified_secondary,ANC; HiFi positioning; offline MP3 playback from onboard memory; channel price spread 184.45 to 359 unexplained - probably two variants but NOT EVIDENCED; Luo Tianyi voice content not confirmed
P0110,MissEvan,CN,MissEvan LCD touchscreen ear-clip wireless earphone,,MissEvan platform (CV roster),platform_brand,bilibili,ear_clip,wireless_bt,unknown,,CNY,,,,2026-07-10,2026-07-10,limited_active,,,,,,,,,,MissEvan mall;JD flagship;Maoer Shengke 2026 event,partial,platform became its own hardware brand; purchase + app pairing unlocks an earphone-exclusive app entry; sold in a collector box with a light stick; PRICE SPEC AND ODM ALL NOT FOUND - priority gap; launch year inferred from context
P0111,qdc,CN,FRONTIER Next Black Idolmaster Cinderella Girls model,FRONTIER Next Black,THE IDOLM@STER Cinderella Girls (Shibuya Rin),game_ip,Bandai Namco,iem,wired,cosmetic,,,,,,,,,,,,,,,,,,,lead_only,CN brand with JP IP - cross-market case; second custom-IEM house in the dataset; price and date not retrieved
P0112,Xinghaibei,CN,M500 DAP + YUME IEM Hatsune Miku bundle,M500;YUME,Hatsune Miku,virtual_singer,Crypton,iem,wired,cosmetic,239,CNY,,,,,,standing_catalog,,,,,,,,,,,lead_only,tier-6 source only; relationship to HiBy Digital YUME NOT ESTABLISHED
P0113,LUKLUK,CN,Aoharu01,Aoharu01,Ousaka Narumi (DLsite voice work),seiyuu_individual,DLsite/EISYS,iem,wired,co_tuned,,,,,,,2026-01,standing_catalog,,,,,,,,,,,verified_secondary,ASMR-specialised; tied to a DLsite doujin voice work; developed with Moondrop involvement; CN-JP cross-border doujin tier
P0114,AVIOT,JP,Fuwa Minato collab model,TE-Q3-MNT,Fuwa Minato,vtuber_individual,ANYCOLOR,tws_iem,wireless_bt,cosmetic_plus_media,22880,JPY,incl,,,2024-07-12,2024-11,limited_sold_out,10mm dynamic,5.3,,11.5,42,IPX4,,,,AVIOT ONLINE MALL,verified_primary,order window to 2024-08-11; dual-device multipoint; USB-C fast charge 10min=1.5h; eartips XS/S/M/L; RESOLVES a previously lead_only Nijisanji row
P0115,ONKYO,JP,Kagura Mea collab model,CP-TWS01E,Kagura Mea,vtuber_individual,independent,tws_iem,wireless_bt,cosmetic_plus_media,,JPY,,13,,2026-09-04,,limited_active,,,SBC;AAC;aptX Adaptive,,,IPX4,,,,ONKYO DIRECT,verified_primary,ORDER WINDOW CURRENTLY OPEN to 2026-10-09 15:00; fully made-to-order; Qualcomm QCC3072; TrueWireless Mirroring; ANC + ambient + low-latency game mode; bundle includes pouch sticker and acrylic stand; price not stated
P0116,MOONDROP,CN,Singer,Singer,Singer (Hunan Satellite TV programme),tv_programme_ip,Hunan Satellite TV,over_ear_closed,wireless_bt,cosmetic,399,CNY,incl,,2024-08-14,,,standing_catalog,40mm dynamic titanium-coated dome,5.4,LDAC,48,,,,,,Xiaoman app,verified_secondary,NEW PARTNER CLASS tv programme IP; hybrid ANC 3 modes; dual-mic beamforming ENC; 50m range; MOONDROP 2.0 app 5 presets Standard/R10/D8000 Pro/T301/HD580 Pro
P0117,MOONDROP,CN,RAYS AG Esports Club edition,RAYS,AG Esports Club,esports_club,,iem,wired,co_tuned,439,CNY,incl,,,,2025-12-13,standing_catalog,dynamic + planar hybrid dual driver,,,,,,,,,JD,verified_secondary,NEW PARTNER CLASS esports club; AG team players participated in tuning; voiced for Delta Force emphasising footsteps reloads and ability cues; USB-C; hardware AI noise-cancelling mic with embedded NPU; medical-grade 3D-printed cavity; DERIVED collab premium +CNY 40 = +10.0% over base RAYS
P0118,MOONDROP,CN,RAYS base model,RAYS,none,none,,iem,wired,none,399,CNY,incl,,,,2025-04-10,standing_catalog,dynamic + planar hybrid dual driver,,,,,,,,,JD;moondroplab.com,verified_secondary,NOT A COLLAB - logged as the base-SKU price reference enabling the only measured collab premium in the dataset; 32bit/384kHz hardware decoding; tuned with multiple pro players
P0119,final,JP,ZE500 NYUMIN Yo-earphone,ZE500,none,none,,tws_iem,wireless_bt,none,11800,JPY,incl,,,2026-07-07,2026-09,limited_active,,,,,,,3,,,Makuake,verified_primary,NOT A COLLAB - logged as the category reference carrying the 300000-unit ASMR/sleep disclosure; ~35% smaller in volume than COTSUBU for ASMR; six night-focused audio designs; ship Sep-Oct 2026
P0120,AVIOT,JP,HYDE collab headphones,WA-J1-666,HYDE,musician,,over_ear_closed,wireless_bt,cosmetic_plus_media,46260,JPY,incl_member,,,,,limited_sold_out,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,HIGHEST-PRICED COLLAB AUDIO PRODUCT IN THE DATASET. Base WA-J1 member 35640 / regular 39600 -> DERIVED premium +29.8% vs base member. SOLD OUT
P0121,AVIOT,JP,HYDE collab earbuds,TE-J2-666,HYDE,musician,,tws_iem,wireless_bt,cosmetic_plus_media,39660,JPY,incl_member,,,,,limited_sold_out,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,Highest-priced collab EARPHONE in the dataset. Base TE-J2 member 29700 / regular 33000 -> DERIVED premium +33.5%. SOLD OUT
P0122,AVIOT,JP,Super Sentai Series collab model,TE-D01v-SSS,Super Sentai Series,tokusatsu_ip,Toei,tws_iem,wireless_bt,cosmetic_plus_media,27500,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,
P0123,AVIOT,JP,Aina The End collab model,TE-J1-AiNA,Aina The End,musician,,tws_iem,wireless_bt,cosmetic_plus_media,25960,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,singer formerly of BiSH
P0124,AVIOT,JP,Code Geass collab model,TE-D01v-CGL,Code Geass Lelouch of the Rebellion,anime_ip,,tws_iem,wireless_bt,cosmetic_plus_media,22880,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,
P0125,AVIOT,JP,Gridman Universe collab model (D01v),TE-D01v-GMU,Gridman Universe,tokusatsu_ip,,tws_iem,wireless_bt,cosmetic_plus_media,22880,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,one of TWO Gridman SKUs on different platforms
P0126,AVIOT,JP,Gridman Universe collab model (V1R),TE-V1R-GMT,Gridman Universe,tokusatsu_ip,,tws_iem,wireless_bt,cosmetic_plus_media,22880,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,second Gridman SKU; same franchise across two platforms
P0127,AVIOT,JP,KonoSuba collab model,TE-D01v-KSB,Kono Subarashii Sekai ni Shukufuku wo,anime_ip,,tws_iem,wireless_bt,cosmetic_plus_media,22880,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,
P0128,AVIOT,JP,Monogatari Series collab model,TE-D01v-MGK,Monogatari Series,anime_ip,,tws_iem,wireless_bt,cosmetic_plus_media,22880,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,MGK and MGT variants exist
P0129,AVIOT,JP,Sword Art Online collab model,TE-D01v-SOB,Sword Art Online,anime_ip,,tws_iem,wireless_bt,cosmetic_plus_media,22880,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,SOB and SOW variants exist
P0130,AVIOT,JP,Frieren collab model,TE-Q3-FRR,Sousou no Frieren,anime_ip,,tws_iem,wireless_bt,cosmetic_plus_media,22880,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,
P0131,AVIOT,JP,Ranma 1/2 collab model,TE-Q3-RNM,Ranma 1/2,anime_ip,,tws_iem,wireless_bt,cosmetic_plus_media,22880,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,
P0132,AVIOT,JP,BUSTAFELLOWS collab model,TE-Q3-BSF,BUSTAFELLOWS,game_ip,,tws_iem,wireless_bt,cosmetic_plus_media,22880,JPY,incl_member,150,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,150+ newly recorded voice lines; resolves the earlier model-code gap on P0031
P0133,AVIOT,JP,100 Girlfriends collab model,TE-V1R-100,Kimi no Koto ga Dai Dai Dai Dai Daisuki na 100-nin no Kanojo,anime_ip,,tws_iem,wireless_bt,cosmetic_plus_media,22880,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,
P0134,AVIOT,JP,Aikatsu! collab model,TE-V1R-AK,Aikatsu!,anime_ip,,tws_iem,wireless_bt,cosmetic_plus_media,22880,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,
P0135,AVIOT,JP,Azur Lane collab model (1st wave),TE-V1R-AZL,Azur Lane,game_ip,,tws_iem,wireless_bt,cosmetic_plus_media,22880,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,first wave; AZ2 is the second
P0136,AVIOT,JP,i-Ris collab model,TE-V1R-IRS,i-Ris,seiyuu_group,,tws_iem,wireless_bt,cosmetic_plus_media,22880,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,voice-actor idol group
P0137,AVIOT,JP,Overlord collab model,TE-V1R-OVL,Overlord,anime_ip,,tws_iem,wireless_bt,cosmetic_plus_media,22880,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,
P0138,AVIOT,JP,New Prince of Tennis collab model (1st),TE-V1R-TP,Shin Tennis no Ouji-sama,anime_ip,,tws_iem,wireless_bt,cosmetic_plus_media,22880,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,first wave; TP-S2 is the second
P0139,AVIOT,JP,Ultraman Z collab model,TE-V1R-ULZ,Ultraman Z,tokusatsu_ip,Tsuburaya,tws_iem,wireless_bt,cosmetic_plus_media,22880,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,
P0140,AVIOT,JP,Watarai Hibari collab model,TE-Q3-HBR,Watarai Hibari,vtuber_individual,ANYCOLOR,tws_iem,wireless_bt,cosmetic_plus_media,22880,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,automated page read garbled this name as Kumo Watakabe - corrected via model-code morphology HBR
P0141,AVIOT,JP,Ibrahim collab model,TE-Q3-IBR,Ibrahim,vtuber_individual,ANYCOLOR,tws_iem,wireless_bt,cosmetic_plus_media,22880,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,price now confirmed; was lead_only
P0142,AVIOT,JP,Lauren Iroas collab model,TE-Q3-LRN,Lauren Iroas,vtuber_individual,ANYCOLOR,tws_iem,wireless_bt,cosmetic_plus_media,22880,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,
P0143,AVIOT,JP,A and G NEXT STEP HOOOOPE! collab model,TE-V1R-HOP,A and G NEXT STEP HOOOOPE!,radio_programme,Bunka Broadcasting,tws_iem,wireless_bt,cosmetic_plus_media,19800,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,NEW PARTNER CLASS radio programme. AVIOT also runs a sponsored segment inside this same show - the relationship layer productised
P0144,AVIOT,JP,Kamen Rider W collab model,TE-V1R-WCJ,Kamen Rider W,tokusatsu_ip,Toei,tws_iem,wireless_bt,cosmetic_plus_media,19800,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,
P0145,AVIOT,JP,Kitamura Eri collab model,TE-Q3-ERI,Kitamura Eri,seiyuu_individual,,tws_iem,wireless_bt,cosmetic_plus_media,19800,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,individual seiyuu deal
P0146,AVIOT,JP,Shigure Ui collab model,TE-D01v-SGR,Shigure Ui,illustrator_vtuber,independent,tws_iem,wireless_bt,co_designed,18700,JPY,incl_member,,2024-05-30,2024-05-30,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,DEEP INVOLVEMENT - talent supervised sound quality AND design per PHILE WEB. Illustrator and VTuber. Base platform TE-D01v cumulative shipments ~120000 units (12万台 - an automated read rendered this as 1.2 million which is WRONG)
P0147,AVIOT,JP,Hello Kitty collab model,TE-Q3-KTY,Hello Kitty,character_ip,Sanrio,tws_iem,wireless_bt,cosmetic,18700,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,
P0148,AVIOT,JP,Kizuna AI collab model,TE-V1R-KZN,Kizuna AI,virtual_character,,tws_iem,wireless_bt,cosmetic_plus_media,18700,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,
P0149,AVIOT,JP,Nachoneko collab model,TE-V1R-NCN,Nachoneko,virtual_character,,tws_iem,wireless_bt,cosmetic_plus_media,18700,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,
P0150,AVIOT,JP,Nakayama Kinni-kun collab bone conduction,WB-P1-NKN,Nakayama Kinni-kun,celebrity_comedian,,bone_conduction,wireless_bt,cosmetic_plus_media,17930,JPY,incl_member,24,,2024-04-09,2024-06,standing_catalog,,,,12,,IP67,,,,AVIOT ONLINE MALL,verified_primary,NEW PARTNER CLASS comedian/bodybuilder. 24 newly recorded voice guidance types plus a random motivational voice function. Base Openpiece Playful WB-P1. 145mAh; 6h talk; ~1.5h charge; dual-mic noise cancelling; multipoint
P0151,AVIOT,JP,Baki Hanma collab bone conduction,WB-P1-BK,Baki Hanma,anime_ip,,bone_conduction,wireless_bt,cosmetic_plus_media,,JPY,,,,,,limited_sold_out,,,,,,IP67,,,,AVIOT ONLINE MALL,verified_primary,confirms the Baki franchise named in the Toyo Keizai interview; price not retrieved
P0152,AVIOT,JP,TE-Q3-NA2 collab model,TE-Q3-NA2,unresolved,unknown,,tws_iem,wireless_bt,cosmetic,5980,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,partial,PARTNER NOT RESOLVED - catalogue rendered the partner as N/A. Price of 5980 is anomalously low for an AVIOT collab and may indicate a clearance or a non-collab item
P0153,AVIOT,JP,TE-Q3 base platform,TE-Q3,none,none,,tws_iem,wireless_bt,none,10791,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,BASE PLATFORM REFERENCE - regular price 11990. Collab SKUs on this platform sell at 18700-22880 = DERIVED premium +73.3% to +112.0% vs base member price
P0154,AVIOT,JP,TE-Q3R base platform,TE-Q3R,none,none,,tws_iem,wireless_bt,none,10791,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,BASE PLATFORM REFERENCE - regular price 11990
P0155,AVIOT,JP,TE-V1R base platform,TE-V1R,none,none,,tws_iem,wireless_bt,none,14355,JPY,incl_member,,,,,standing_catalog,10mm dynamic + BA hybrid,5.3,LDAC;AAC;SBC,19,62,IPX4,,,,AVIOT ONLINE MALL,verified_primary,BASE PLATFORM REFERENCE - regular price 15950. Collab SKUs at 22880 = DERIVED premium +59.4% vs base member price
P0156,AVIOT,JP,TE-J2 base platform,TE-J2,none,none,,tws_iem,wireless_bt,none,29700,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,BASE PLATFORM REFERENCE - regular price 33000. HYDE collab at 39660 = DERIVED premium +33.5%
P0157,AVIOT,JP,WA-J1 base platform,WA-J1,none,none,,over_ear_closed,wireless_bt,none,35640,JPY,incl_member,,,,,standing_catalog,,,,,,,,,,AVIOT ONLINE MALL,verified_primary,BASE PLATFORM REFERENCE - regular price 39600. HYDE collab at 46260 = DERIVED premium +29.8%
P0158,AVIOT,JP,WB-P1 Openpiece Playful base platform,WB-P1,none,none,,bone_conduction,wireless_bt,none,14355,JPY,incl_member,,,,,standing_catalog,,,,12,,IP67,,,,AVIOT ONLINE MALL,verified_primary,BASE PLATFORM REFERENCE. Nakayama Kinni-kun collab at 17930 = DERIVED premium +24.9%
P0159,Universal Music (TOoKA BASE),JP,TOoKA BASE 03 base platform,D45A/NT01,none,none,,tws_iem,wireless_bt,none,14300,JPY,incl,,,,,standing_catalog,,,aptX,6.5,,IPX4,,,,TOoKA BASE shop;Akihabara store,verified_primary,BASE PLATFORM REFERENCE. Generations: 01=NT01B 02=NT01L 03=D45A. Most seiyuu and anime collabs sell at exactly this price so the Universal premium is ZERO on the base platform
P0160,Universal Music (TOoKA BASE),JP,Portable CD player TKB-001,TKB-001,none,none,,portable_player,wireless_bt,none,18700,JPY,incl,,,,,standing_catalog,,,,3,,,270,,,TOoKA BASE shop,verified_primary,NOT A HEADPHONE - logged as evidence of brand breadth. 270g; Bluetooth-enabled portable CD player
P0161,Universal Music (TOoKA BASE),JP,Ishikawa Kaito model,,Ishikawa Kaito,seiyuu_individual,,tws_iem,wireless_bt,cosmetic_plus_media,14300,JPY,incl,,2021,,2021,standing_catalog,,,aptX,,,IPX4,,,,TOoKA BASE shop,verified_secondary,one of seven 2021 seiyuu models; original character voice during operation
P0162,Universal Music (TOoKA BASE),JP,Suzumura Kenichi model,,Suzumura Kenichi,seiyuu_individual,Kiramune label,tws_iem,wireless_bt,cosmetic_plus_media,14300,JPY,incl,,2021,,2021,standing_catalog,,,aptX,,,IPX4,,,,TOoKA BASE shop,verified_secondary,TALENT NON-EXCLUSIVITY EVIDENCE - same performer also on JVCKenwood USB-VA1 and AVIOT via Kiramune
P0163,Universal Music (TOoKA BASE),JP,Tsuda Kenjiro model,,Tsuda Kenjiro,seiyuu_individual,,tws_iem,wireless_bt,cosmetic_plus_media,14300,JPY,incl,,2021,,2021,standing_catalog,,,aptX,,,IPX4,,,,TOoKA BASE shop,verified_secondary,
P0164,Universal Music (TOoKA BASE),JP,Terashima Takuma model,,Terashima Takuma,seiyuu_individual,,tws_iem,wireless_bt,cosmetic_plus_media,14300,JPY,incl,,2021,,2021,standing_catalog,,,aptX,,,IPX4,,,,TOoKA BASE shop,verified_secondary,
P0165,Universal Music (TOoKA BASE),JP,Masuda Toshiki model,,Masuda Toshiki,seiyuu_individual,,tws_iem,wireless_bt,cosmetic_plus_media,14300,JPY,incl,,2021,,2021,standing_catalog,,,aptX,,,IPX4,,,,TOoKA BASE shop,verified_secondary,
P0166,Universal Music (TOoKA BASE),JP,Uchida Aya model,,Uchida Aya,seiyuu_individual,,tws_iem,wireless_bt,cosmetic_plus_media,14300,JPY,incl,,2021,,2021,standing_catalog,,,aptX,,,IPX4,,,,TOoKA BASE shop,verified_secondary,
P0167,Universal Music (TOoKA BASE),JP,Kito Akari model,,Kito Akari,seiyuu_individual,,tws_iem,wireless_bt,cosmetic_plus_media,14300,JPY,incl,,2021,,2021,standing_catalog,,,aptX,,,IPX4,,,,TOoKA BASE shop,verified_secondary,
P0168,Universal Music (TOoKA BASE),JP,Ogura Yui model,,Ogura Yui,seiyuu_individual,,tws_iem,wireless_bt,cosmetic_plus_media,,JPY,,,,,,standing_catalog,,,,,,,,,,TOoKA BASE shop,verified_secondary,price not retrieved
P0169,Universal Music (TOoKA BASE),JP,Morikubo Shotaro model,,Morikubo Shotaro,seiyuu_individual,,tws_iem,wireless_bt,cosmetic_plus_media,,JPY,,,,,2022-11-14,standing_catalog,,,,,,,,,,TOoKA BASE shop,verified_primary,released 14 November; PR Times ID 000001541.000000664
P0170,Universal Music (TOoKA BASE),JP,Uesaka Sumire model,,Uesaka Sumire,seiyuu_individual,,tws_iem,wireless_bt,cosmetic_plus_media,,JPY,,,,,,standing_catalog,,,,,,,,,,TOoKA BASE shop,verified_secondary,built on the TOoKA BASE 03 / NT01 platform
P0171,Universal Music (TOoKA BASE),JP,My Hero Academia model,,Boku no Hero Academia,anime_ip,,tws_iem,wireless_bt,cosmetic_plus_media,14300,JPY,incl,,2021,,2021,standing_catalog,,,aptX,,,IPX4,,,,TOoKA BASE shop,verified_secondary,6 characters
